Greenhouse_Gas_Source_And_Sink_Categors,Sheet,State,Year,value
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2016,105605.1641
1.  Cropland remaining cropland,Victoria,Victoria,2017,-639.5052422
1.  Energy industrs,Victoria,Victoria,2017,59095.68374
1.  Forest land remaining forest land,Victoria,Victoria,2017,-11463.35702
1.  Grassland remaining grassland,Victoria,Victoria,2017,-3399.099114
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2017,-18.21008393
1.  Wetland remaining wetland,Victoria,Victoria,2017,192.2458338
1. Energy,Victoria,Victoria,2017,98912.29066
2.  Industrial Processes,Victoria,Victoria,2017,3164.010631
2.  La nd converted to grassland,Victoria,Victoria,2017,2333.745454
2.  Land converted to cropland,Victoria,Victoria,2017,108.5736555
2.  Land converted to forest land,Victoria,Victoria,2017,-5741.565927
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2017,155.6989154
2.  Land converted to wetland,Victoria,Victoria,2017,1.925110966
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2017,5187.500695
3.  Agriculture,Victoria,Victoria,2017,16340.07355
3.  Transport,Victoria,Victoria,2017,22900.29864
4.  Other sectors,Victoria,Victoria,2017,9797.889218
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2017,-19735.01271
5.  Western Australiaste,Victoria,Victoria,2017,3102.235724
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2017,11197.52285
A.  Mineral industry,Victoria,Victoria,2017,99.28796253
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2017,2204.680889
A. Forest Land,Victoria,Victoria,2017,-17204.92295
A. Fuel combustion (sectoral approach),Victoria,Victoria,2017,96981.3723
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2017,69.54048999
B.  Chemical industry,Victoria,Victoria,2017,74.46013109
B.  Manure managemeNorthern Territory,Victoria,Victoria,2017,1546.831373
B. Cropland,Victoria,Victoria,2017,-530.9315867
B. Fugitive emissions from fuels,Victoria,Victoria,2017,1930.918368
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2017,17.21799837
C. Grassland,Victoria,Victoria,2017,-1065.35366
D.  Agricultural soils,Victoria,Victoria,2017,2889.977435
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2017,27.923635
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2017,810.7963469
D. Wetland,Victoria,Victoria,2017,194.1709448
Direct emissions from forest clearing,Victoria,Victoria,2017,1214.503798
E. SettlemeNorthern Territorys,Victoria,Victoria,2017,137.4888315
Emissions from post-clearing land uses,Victoria,Victoria,2017,888.3793144
F.  Fld burning of agricultural residues,Victoria,Victoria,2017,95.05350952
F.  Product uses as ODS substitutes,Victoria,Victoria,2017,2557.512085
Forest converted to other land uses,Victoria,Victoria,2017,2102.883112
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2017,30.65192855
G. Harvested Wood Products,Victoria,Victoria,2017,-1265.464299
G. Liming,Victoria,Victoria,2017,270.3905963
H. Urea application,Victoria,Victoria,2017,340.2977886
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2017,-3944.435837
Regrowth on deforested land,Victoria,Victoria,2017,-1797.130089
Total (net emissions),Victoria,Victoria,2017,101783.5979
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2017,101783.5979
1.  Cropland remaining cropland,Victoria,Victoria,2018,-634.9507664
1.  Energy industrs,Victoria,Victoria,2018,49505.30468
1.  Forest land remaining forest land,Victoria,Victoria,2018,-12130.01952
1.  Grassland remaining grassland,Victoria,Victoria,2018,-2499.142347
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2018,-29.02694219
1.  Wetland remaining wetland,Victoria,Victoria,2018,200.5606176
1. Energy,Victoria,Victoria,2018,89573.29025
2.  Industrial Processes,Victoria,Victoria,2018,3280.455219
2.  La nd converted to grassland,Victoria,Victoria,2018,2398.37992
2.  Land converted to cropland,Victoria,Victoria,2018,98.45796515
2.  Land converted to forest land,Victoria,Victoria,2018,-5423.100971
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2018,110.9165793
2.  Land converted to wetland,Victoria,Victoria,2018,1.106585383
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2018,5270.04173
3.  Agriculture,Victoria,Victoria,2018,16682.08118
3.  Transport,Victoria,Victoria,2018,22624.50196
4.  Other sectors,Victoria,Victoria,2018,9828.25226
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2018,-19247.61201
5.  Western Australiaste,Victoria,Victoria,2018,2828.842674
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2018,11552.65593
A.  Mineral industry,Victoria,Victoria,2018,104.7064524
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2018,1836.077929
A. Forest Land,Victoria,Victoria,2018,-17553.12049
A. Fuel combustion (sectoral approach),Victoria,Victoria,2018,87228.10063
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2018,71.54690484
B.  Chemical industry,Victoria,Victoria,2018,76.11374274
B.  Manure managemeNorthern Territory,Victoria,Victoria,2018,1566.3757
B. Cropland,Victoria,Victoria,2018,-536.4928013
B. Fugitive emissions from fuels,Victoria,Victoria,2018,2345.189621
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2018,17.21799837
C. Grassland,Victoria,Victoria,2018,-100.7624263
D.  Agricultural soils,Victoria,Victoria,2018,2874.728785
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2018,25.416775
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2018,903.999842
D. Wetland,Victoria,Victoria,2018,201.667203
Direct emissions from forest clearing,Victoria,Victoria,2018,1044.628013
E. SettlemeNorthern Territorys,Victoria,Victoria,2018,81.88963715
Emissions from post-clearing land uses,Victoria,Victoria,2018,920.6278838
F.  Fld burning of agricultural residues,Victoria,Victoria,2018,80.33539345
F.  Product uses as ODS substitutes,Victoria,Victoria,2018,2564.723093
Forest converted to other land uses,Victoria,Victoria,2018,1965.255897
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2018,38.82117003
G. Harvested Wood Products,Victoria,Victoria,2018,-1340.793124
G. Liming,Victoria,Victoria,2018,270.3905963
H. Urea application,Victoria,Victoria,2018,337.5947723
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2018,-3578.584003
Regrowth on deforested land,Victoria,Victoria,2018,-1844.516968
Total (net emissions),Victoria,Victoria,2018,93117.05731
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2018,93117.05731
1.  Cropland remaining cropland,Victoria,Victoria,2019,-940.4115239
1.  Energy industrs,Victoria,Victoria,2019,46880.18473
1.  Forest land remaining forest land,Victoria,Victoria,2019,-12543.81782
1.  Grassland remaining grassland,Victoria,Victoria,2019,-2852.808461
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2019,-36.31321548
1.  Wetland remaining wetland,Victoria,Victoria,2019,212.9622418
1. Energy,Victoria,Victoria,2019,86289.30977
2.  Industrial Processes,Victoria,Victoria,2019,3544.02754
2.  La nd converted to grassland,Victoria,Victoria,2019,1875.848399
2.  Land converted to cropland,Victoria,Victoria,2019,87.3948066
2.  Land converted to forest land,Victoria,Victoria,2019,-4573.095952
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2019,90.9761999
2.  Land converted to wetland,Victoria,Victoria,2019,1.096839824
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2019,5182.034887
3.  Agriculture,Victoria,Victoria,2019,15569.66277
3.  Transport,Victoria,Victoria,2019,22685.11179
4.  Other sectors,Victoria,Victoria,2019,9349.446872
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2019,-19826.55223
5.  Western Australiaste,Victoria,Victoria,2019,2827.712262
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2019,10846.54955
A.  Mineral industry,Victoria,Victoria,2019,108.6502071
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2019,1919.643478
A. Forest Land,Victoria,Victoria,2019,-17116.91378
A. Fuel combustion (sectoral approach),Victoria,Victoria,2019,84096.77828
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2019,72.29295849
B.  Chemical industry,Victoria,Victoria,2019,77.69239453
B.  Manure managemeNorthern Territory,Victoria,Victoria,2019,1443.845838
B. Cropland,Victoria,Victoria,2019,-853.0167173
B. Fugitive emissions from fuels,Victoria,Victoria,2019,2192.531485
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2019,17.21799837
C. Grassland,Victoria,Victoria,2019,-976.9600627
D.  Agricultural soils,Victoria,Victoria,2019,2604.395682
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2019,26.990526
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2019,818.5578268
D. Wetland,Victoria,Victoria,2019,214.0590817
Direct emissions from forest clearing,Victoria,Victoria,2019,886.1180675
E. SettlemeNorthern Territorys,Victoria,Victoria,2019,54.66298442
Emissions from post-clearing land uses,Victoria,Victoria,2019,612.5489373
F.  Fld burning of agricultural residues,Victoria,Victoria,2019,48.23441151
F.  Product uses as ODS substitutes,Victoria,Victoria,2019,2779.392582
Forest converted to other land uses,Victoria,Victoria,2019,1498.667005
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2019,36.6816591
G. Harvested Wood Products,Victoria,Victoria,2019,-1148.383737
G. Liming,Victoria,Victoria,2019,270.3905963
H. Urea application,Victoria,Victoria,2019,356.2466927
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2019,-2879.459939
Regrowth on deforested land,Victoria,Victoria,2019,-1693.636013
Total (net emissions),Victoria,Victoria,2019,88404.16011
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2019,88404.16011
1.  Cropland remaining cropland,Victoria,Victoria,2020,-434.2327013
1.  Energy industrs,Victoria,Victoria,2020,44371.52095
1.  Forest land remaining forest land,Victoria,Victoria,2020,-13138.78366
1.  Grassland remaining grassland,Victoria,Victoria,2020,-3203.687228
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Victoria,Victoria,2020,-36.47717712
1.  Wetland remaining wetland,Victoria,Victoria,2020,221.7096239
1. Energy,Victoria,Victoria,2020,81829.31988
2.  Industrial Processes,Victoria,Victoria,2020,3582.440841
2.  La nd converted to grassland,Victoria,Victoria,2020,1954.701583
2.  Land converted to cropland,Victoria,Victoria,2020,68.37774976
2.  Land converted to forest land,Victoria,Victoria,2020,-5671.086951
2.  Land converted to settlemeNorthern Territorys,Victoria,Victoria,2020,66.4100724
2.  Land converted to wetland,Victoria,Victoria,2020,-3.496529018
2.  ManufAustralian Capital Territoryuring industrs and construction,Victoria,Victoria,2020,5353.847239
3.  Agriculture,Victoria,Victoria,2020,16101.41318
3.  Transport,Victoria,Victoria,2020,20790.17884
4.  Other sectors,Victoria,Victoria,2020,9311.743922
"4. Land Use, Land-Use Change and Forestry",Victoria,Victoria,2020,-21054.17271
5.  Western Australiaste,Victoria,Victoria,2020,2815.007822
A.  ENorthern Territoryeric fermeNorthern Territoryation,Victoria,Victoria,2020,11045.00715
A.  Mineral industry,Victoria,Victoria,2020,101.0519111
A.  Solid Western Australiaste dispoSouth Australial,Victoria,Victoria,2020,1799.88846
A. Forest Land,Victoria,Victoria,2020,-18809.87061
A. Fuel combustion (sectoral approach),Victoria,Victoria,2020,79827.29095
B.  Biological treatmeNorthern Territory of solid Western Australiaste,Victoria,Victoria,2020,72.99499314
B.  Chemical industry,Victoria,Victoria,2020,78.86760302
B.  Manure managemeNorthern Territory,Victoria,Victoria,2020,1466.078791
B. Cropland,Victoria,Victoria,2020,-365.8549515
B. Fugitive emissions from fuels,Victoria,Victoria,2020,2002.028933
C.  Incineration and open burning of Western Australiaste,Victoria,Victoria,2020,17.21799837
C. Grassland,Victoria,Victoria,2020,-1248.985646
D.  Agricultural soils,Victoria,Victoria,2020,2848.379623
D.  Non-energy products from fuels and solveNorthern Territory use,Victoria,Victoria,2020,24.831841
D.  Western Australiaste Western Australiater treatmeNorthern Territory and discharge,Victoria,Victoria,2020,924.9063711
D. Wetland,Victoria,Victoria,2020,218.2130949
Direct emissions from forest clearing,Victoria,Victoria,2020,1192.985502
E. SettlemeNorthern Territorys,Victoria,Victoria,2020,29.93289528
Emissions from post-clearing land uses,Victoria,Victoria,2020,427.4969191
F.  Fld burning of agricultural residues,Victoria,Victoria,2020,84.18628378
F.  Product uses as ODS substitutes,Victoria,Victoria,2020,2839.265827
Forest converted to other land uses,Victoria,Victoria,2020,1620.482421
G.  Other product manufAustralian Capital Territoryure and use,Victoria,Victoria,2020,24.28769972
G. Harvested Wood Products,Victoria,Victoria,2020,-877.6074898
G. Liming,Victoria,Victoria,2020,270.3905963
H. Urea application,Victoria,Victoria,2020,387.3707317
PlaNorthern Territoryations and Natural Regeneration,Victoria,Victoria,2020,-3733.505853
Regrowth on deforested land,Victoria,Victoria,2020,-1937.581097
Total (net emissions),Victoria,Victoria,2020,83274.00902
"Total CO2 equivaleNorthern Territory emissions with land use, land-use change and forestry",Victoria,Victoria,2020,83274.00902
1.  Cropland remaining cropland,Western Australia,Western Australia,1990,7861.579092
1.  Energy industrs,Western Australia,Western Australia,1990,13356.8249
1.  Forest land remaining forest land,Western Australia,Western Australia,1990,5328.397527
1.  Grassland remaining grassland,Western Australia,Western Australia,1990,846.2540744
1.  SettlemeNorthern Territorys remaining settlemeNorthern Territorys,Western Australia,Western Australia,1990,6.197319088
1.  Wetland remaining wetland,Western Australia,Western Australia,1990,1230.14745
1. Energy,Western Australia,Western Australia,1990,32796.55614
2.  Industrial Processes,Western Australia,Western Australia,1990,1797.28925
2.  La nd converted to grassland,Western Australia,Western Australia,1990,9663.317009
2.  Land converted to cropland,Western Australia,Western Australia,1990,9496.402598
2.  Land converted to forest land,Western Australia,Western Australia,1990,-2800.047977
2.  Land converted to settlemeNorthern Territorys,Western Australia,Western Australia,1990,1590.070027
2.  Land converted to wetland,Western Australia,Western Australia,1990,684.651444
2.  ManufAustralian Capital Territoryuring industrs and construction,Western Australia,Western Australia,1990,8395.071207
